name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost_for_two,listed_in(type),listed_in(city),price_category
Watson's,yes,yes,4.0,1010,"+91 7022078777
+91 7022072777",JP Nagar,"Pub, Bar","Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn","Finger Food, Chinese, Continental",1300,Delivery,Bannerghatta Road,Premium
Chicken Man,yes,yes,3.8,72,+91 8042005011,JP Nagar,Quick Bites,"Chicken Grill, Roast Chicken, Chicken Wings, Sweet Potato Mash, Pulled Chicken Burger, Sweet Potato Fries","Roast Chicken, Burger",400,Delivery,Bannerghatta Road,Mid
Nandhana Palace,no,yes,4.1,1000,080 49653162,Bannerghatta Road,"Casual Dining, Bar","Chicken Guntur, Hyderabadi Chicken Biryani, Andhra Meal, Mutton Biryani, Vegetable Biryani, Andhra Style Chilli Chicken, Mojito","Andhra, Biryani, North Indian, Chinese",800,Delivery,Bannerghatta Road,Premium
On The Nose,yes,no,3.8,613,"080 42008978
+91 9886625960",BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600,Delivery,Bannerghatta Road,Mid
Udupi Thaja Thindi,yes,no,2.9,42,"080 26684932
+91 9448180376",BTM,Quick Bites,"Masala Dosa, Vada, Filter Coffee","North Indian, South Indian, Chinese, Fast Food",250,Delivery,Bannerghatta Road,Low
Baba Ka Dhaba,yes,no,3.7,194,+91 9986286453,BTM,Quick Bites,"Paratha, Butter Naan, Thali, Tandoori Roti, Lassi",North Indian,400,Delivery,Bannerghatta Road,Mid
Natural Ice Cream,no,no,4.3,423,080 42192049,Bannerghatta Road,Dessert Parlor,"Chocolate Almond, Tender Coconut Ice Cream, Choco Almond, Coffee Walnut, Custard Apple","Ice Cream, Desserts",150,Delivery,Bannerghatta Road,Low
Biriyani Mane,yes,no,3.7,158,"+91 9731889744
080 26581948",Jayanagar,Casual Dining,"Roti, Vegetable Biryani, Chicken Biryani","Biryani, Chinese, North Indian",700,Delivery,Bannerghatta Road,Mid
Churchill's,yes,yes,4.1,1403,"+91 9035475040
+91 9845033470",JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental",1100,Delivery,Bannerghatta Road,Premium
The Chocolate Room,yes,no,3.9,153,080 42112381,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400,Delivery,Bannerghatta Road,Mid
Aramane Restaurant,yes,yes,2.9,90,+91 8043027998,Bannerghatta Road,Casual Dining,Afghan Chicken,"North Indian, South Indian, Seafood, Biryani, Chinese",800,Delivery,Bannerghatta Road,Premium
Bawarchi Inn,yes,no,3.1,140,"+91 8197022223
+91 9032216666",BTM,Casual Dining,"Dum Biryani, Chicken Biryani, Rice, Roti, Mutton Biryani","North Indian, Biryani, Andhra, Chinese",600,Delivery,Bannerghatta Road,Mid
Ruh's Cafe,yes,no,4.1,463,"+91 9986271611
+91 9844803695",BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500,Delivery,Bannerghatta Road,Mid
Mojo Pizza - 2X Toppings,yes,no,4.2,384,022 33252828,Bannerghatta Road,"Takeaway, Delivery","Chocolava Cake, Pepperoni Pizza, Veggie Pizza, Bbq Chicken, Paneer Tikka, Cheesy Garlic Bread, Cheese Burst Crust",Pizza,600,Delivery,Bannerghatta Road,Mid
California Burrito,no,no,4.0,177,080 39515101,Bannerghatta Road,Quick Bites,"Rice Bowl, Nachos, Rice Bowls, Salad, California Burrito, Tacos, Salads","Mexican, Fast Food",400,Delivery,Bannerghatta Road,Mid
Tandoor Garden,yes,no,3.6,70,+91 9141678224,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350,Delivery,Bannerghatta Road,Mid
Caffe Pascucci,yes,yes,4.0,790,080 41200431,JP Nagar,Casual Dining,"Coffee, Cappuccino, Sandwiches, Salads, Asparagus Soup, Woodfire Pizza, Bruschettas","Continental, Italian, Beverages",1300,Delivery,Bannerghatta Road,Premium
Chaitanya Cafe,yes,no,3.9,92,+91 9902125334,JP Nagar,Quick Bites,"Coffee, Pav Bhaji, Masala Dosa, Vada Sambar","South Indian, North Indian, Fast Food",300,Delivery,Bannerghatta Road,Mid
Anand Sweets and Savouries,no,no,4.1,131,"080 26488992
080 40906629",Bannerghatta Road,Sweet Shop,"Chole Bhature, Thali, Papdi Chaat, Shahi Paneer","Mithai, Street Food",400,Delivery,Bannerghatta Road,Mid
Berrylicious,yes,no,3.8,89,+91 8884511222,JP Nagar,Dessert Parlor,"Macaroon, Brownie Sundae, Waffles","Ice Cream, Desserts, Bakery",400,Delivery,Bannerghatta Road,Mid
Pappu Da Dhaba,yes,no,3.0,57,+91 6361252138,Jayanagar,Quick Bites,"Lassi, Chai, Paratha","North Indian, Fast Food, Beverages, Momos",400,Delivery,Bannerghatta Road,Mid
Smoke - The Sizzler House,yes,no,3.8,92,+91 9620991924,Bannerghatta Road,Food Court,"Chicken Sizzler, Garlic Bread, Potato Wedges, Vanilla Ice Cream, Pasta, French Fries","Continental, Chinese, Thai, Italian, BBQ, Steak",1100,Delivery,Bannerghatta Road,Premium
Chung Wah Opus,yes,no,3.0,57,"080 65788688
080 65788588",JP Nagar,Casual Dining,"Rice, Noodles, Chop Suey","Chinese, Thai",650,Delivery,Bannerghatta Road,Mid
Dream a Dozen,yes,no,4.3,133,+91 8861739269,JP Nagar,Delivery,"Cup Cake, Cake Pops, Chocolate Truffle Cake, Brownie","Bakery, Desserts",300,Delivery,Bannerghatta Road,Mid
Bread Crumbs Bakery,no,no,4.0,164,080 49652927,Bannerghatta Road,Bakery,"Samosa, Egg Puff, Paneer Puff, Chocolate Truffle","Desserts, Bakery",250,Delivery,Bannerghatta Road,Low
Nite Out,yes,no,3.9,161,"080 48542046
+91 9513771133",JP Nagar,Delivery,"Biryani, Noodles","North Indian, Chinese, Biryani",500,Delivery,Bannerghatta Road,Mid
Willys Top Cafe,yes,no,4.0,308,"+91 7795808555
00 09176703991",Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750,Delivery,Bannerghatta Road,Premium
Woody's,yes,no,2.6,208,"080 26490999
080 26490888",JP Nagar,Casual Dining,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa","Chinese, South Indian, North Indian",650,Delivery,Bannerghatta Road,Mid
The Curry Hut Plus,yes,no,3.4,116,"080 49517195
+91 9632596058",Bannerghatta Road,Casual Dining,"Thai Chicken, Paratha, Mutton Fry","North Indian, South Indian, Chinese",400,Delivery,Bannerghatta Road,Mid
Brews N Bites,yes,no,2.7,48,+91 9886791151,Bannerghatta Road,"Quick Bites, Cafe",Thin Crust Pizza,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650,Delivery,Bannerghatta Road,Mid
Skytouch Le Cafe,yes,no,3.7,127,"080 40932483
+91 9740848803",JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700,Delivery,Bannerghatta Road,Mid
Mudpipe Cafe,yes,yes,3.9,727,+91 9448056565,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800,Delivery,Bannerghatta Road,Premium
Vaho Kafe & Pressery,no,no,3.9,125,"+91 9845687999
080 41494199",Bannerghatta Road,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta","Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500,Delivery,Bannerghatta Road,Mid
Zhangs Classic,yes,no,2.6,170,"+91 7892776107
080 41430988",Bannerghatta Road,Casual Dining,"Chowmein, Chicken Manchow Soup, Momos, Dragon Rolls, Chicken Momo, Hot Pot, Sweet Corn Chicken Soup","Italian, Chinese, Japanese",600,Delivery,Bannerghatta Road,Mid
Guru Greens,no,no,3.8,89,"+91 9845055553
+91 9845955556",Bannerghatta Road,Casual Dining,"Tandoori Chicken, Beer, Pepper Chicken, French Chicken","North Indian, Chinese",550,Delivery,Bannerghatta Road,Mid
D View Cafe,yes,no,4.0,507,+91 9538943596,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages",1000,Delivery,Bannerghatta Road,Premium
Flavour of China,yes,no,3.8,254,"080 41200882
+91 9845406812",BTM,Casual Dining,"Spring Roll, Chilli Chicken, Chowmein, Sweet Corn Chicken Soup, Dragon Chicken, Hakka Noodles, Chop Suey",Chinese,550,Delivery,Bannerghatta Road,Mid
Kabab Treat,yes,no,2.8,334,080 39257409,Bannerghatta Road,Casual Dining,"Biryani, Tandoori Chicken, Chicken Grill, Shawarma Roll","North Indian, Chinese",500,Delivery,Bannerghatta Road,Mid
Cafe Arabica,no,no,3.8,69,"080 64442444
+91 8050042444",Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery",700,Delivery,Bannerghatta Road,Mid
Casa Piccosa,yes,yes,4.1,842,"080 39510999
080 26538999",JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","South American, Continental, Italian",1100,Delivery,Bannerghatta Road,Premium
Bake Addiction,yes,no,4.0,88,+91 7406856980,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",500,Delivery,Bannerghatta Road,Mid
Tongue Twisters,yes,no,3.5,283,+91 9902629650,BTM,Quick Bites,"Veg Thali, Fish Thali","Bengali, North Indian, Oriya",350,Delivery,Bannerghatta Road,Mid
Vaathsalya Millet Cafe,yes,yes,4.1,293,"+91 9449064494
+91 8125995641",JP Nagar,Casual Dining,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk","Healthy Food, South Indian",500,Delivery,Bannerghatta Road,Mid
Guru Garden,no,no,2.9,106,"080 26583972
080 41503389",Bannerghatta Road,Casual Dining,Biryani,"North Indian, Chinese",450,Delivery,Bannerghatta Road,Mid
Brewz Coffee,yes,no,3.0,61,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Delivery,Bannerghatta Road,Mid
Athithi,no,no,2.8,80,"080 41507671
080 41507674",Bannerghatta Road,Casual Dining,Dum Biryani,"Andhra, Biryani, Chinese, North Indian",650,Delivery,Bannerghatta Road,Mid
Melt - Eden Park,yes,yes,4.0,347,+91 9606487102,JP Nagar,Casual Dining,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles","North Indian, Chinese, Thai, Mughlai, Seafood",1000,Delivery,Bannerghatta Road,Premium
Sri Bhagya Grand,yes,no,3.4,186,+91 9035066066,Bannerghatta Road,Casual Dining,"Pav Bhaji, Tea, Tandoori Roti, Coffee, Malai Kofta, Vada, Curd Rice","South Indian, North Indian, Chinese, Street Food, Beverages",450,Delivery,Bannerghatta Road,Mid
Flavorsome Bakes,no,no,4.0,93,"+91 9739132229
+91 9900766188",Bannerghatta Road,"Takeaway, Delivery","Cup Cake, Pineapple Cake","Bakery, Desserts",800,Delivery,Bannerghatta Road,Premium
Mast Kalandar,no,no,2.4,183,"080 42192828
080 42192829",Bannerghatta Road,Delivery,"Lassi, Raita, Chole, Dal Makhani, Gulab Jamun, Buttermilk",North Indian,450,Delivery,Bannerghatta Road,Mid
Shiv Sagar,no,no,2.9,85,"080 26483631
080 26483632",Bannerghatta Road,Quick Bites,"Masala Dosa, Chole Bhature, Coffee","South Indian, Street Food",250,Delivery,Bannerghatta Road,Low
Coastal Inn,no,no,3.4,66,"080 42117811
+91 9740218147",Bannerghatta Road,Casual Dining,"Biryani, Sea Food, Fish Thali","Chinese, North Indian, Seafood",800,Delivery,Bannerghatta Road,Premium
Bangalir Rannaghar,no,no,2.9,58,+91 7337618151,Bannerghatta Road,Quick Bites,Noodles,"Bengali, North Indian, Chinese",250,Delivery,Bannerghatta Road,Low
Lalchee's Rasoi,no,no,3.6,162,"+91 8197829385
+91 9980902935",Bannerghatta Road,Casual Dining,"Rolls, Chicken Curry, Hara Bhara Kebab, Egg Masala, Egg Curry, Naan, Roti","North Indian, Chinese",500,Delivery,Bannerghatta Road,Mid
Kailash Parbat,no,no,2.7,67,+91 9960069000,Bannerghatta Road,Food Court,"Chole, Chaat, Gulab Jamun, Dahipuri, Sev Puri, Bhel Puri, Pakoda","North Indian, Street Food",300,Delivery,Bannerghatta Road,Mid
Tandoor Hut,no,no,2.2,90,"080 68888777
+91 8861767232",Bannerghatta Road,Casual Dining,"Noodles, Tandoori Chicken","North Indian, Chinese",750,Delivery,Bannerghatta Road,Premium
Zaika Take Away,no,no,2.4,96,"+91 7848824267
+91 7847024267",Bannerghatta Road,Casual Dining,"Butter Naan, Kadhai Mushroom","North Indian, Chinese, Thai",500,Delivery,Bannerghatta Road,Mid
Malhar Maharashtrian Cuisine,yes,no,4.0,101,+91 9880082094,Bannerghatta Road,Casual Dining,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",Maharashtrian,500,Delivery,Bannerghatta Road,Mid
Mandi,yes,yes,3.8,560,"080 26581432
+91 9880493432",JP Nagar,Casual Dining,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",North Indian,800,Delivery,Bannerghatta Road,Premium
Pallavi North Indian Veg Restaurant,yes,no,3.7,243,"080 42085558
+91 9066707459",JP Nagar,Casual Dining,"Butter Paneer, Butter Naan, Panneer Butter Masala, Tandoori Roti","Biryani, North Indian, Chinese",450,Delivery,Bannerghatta Road,Mid
Idly Pidly,yes,no,3.2,148,+91 7022529610,Bannerghatta Road,Quick Bites,Tea,South Indian,250,Delivery,Bannerghatta Road,Low
Vasudev Adiga's,no,no,2.3,291,"+91 8494911156
080 22940208",Bannerghatta Road,Casual Dining,"Coffee, Masala Dosa, Curd Rice, Idli Vada","South Indian, North Indian, Chinese, Street Food, Juices",250,Delivery,Bannerghatta Road,Low
TGI Fridays,yes,yes,3.9,1337,"080 67080290
080 67080291",Bannerghatta Road,Lounge,"Cocktails, Salads, Burgers, Long Island Iced Tea, Tacos, Nachos, Steak","American, Burger, Italian, Steak",1700,Delivery,Bannerghatta Road,Premium
Apsara Ice Cream,no,no,4.0,65,04 141717410,Bannerghatta Road,Dessert Parlor,Panipuri,"Ice Cream, Desserts",200,Delivery,Bannerghatta Road,Low
Targaryen's Kitchen,yes,no,3.6,43,+91 7002618660,JP Nagar,Casual Dining,Tandoori Chicken,"Chinese, North Indian, Mughlai",600,Delivery,Bannerghatta Road,Mid
Desi Vibes,yes,no,3.7,46,"+91 9897255100
+91 9557333300",BTM,Casual Dining,Malai Kofta,North Indian,400,Delivery,Bannerghatta Road,Mid
Kulfi & More,yes,no,3.7,46,"+91 8095022232
+91 9900091470",BTM,Dessert Parlor,"Faluda, Rabri, Malai Kulfi","Ice Cream, Desserts, Juices",150,Delivery,Bannerghatta Road,Low
Dal Roti,yes,no,3.7,117,"080 26493524
+91 9448235118",JP Nagar,Quick Bites,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",North Indian,150,Delivery,Bannerghatta Road,Low
Deja Vu Resto Bar,yes,yes,4.4,2487,+91 9632499855,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,Delivery,Bannerghatta Road,Premium
Status,yes,no,3.2,66,080 26490166,Bannerghatta Road,Casual Dining,Prompt Service,"North Indian, Chinese",600,Delivery,Bannerghatta Road,Mid
Bottle Breacher,no,yes,4.1,1187,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental",1200,Delivery,Bannerghatta Road,Premium
Sattvam,no,no,4.3,353,"080 26595000
+91 9483275526",JP Nagar,Casual Dining,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian",1200,Delivery,Bannerghatta Road,Premium
Kesariya,no,yes,4.2,1212,080 49653516,JP Nagar,Casual Dining,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati",Rajasthani,1200,Delivery,Bannerghatta Road,Premium
Swad Restaurant,yes,no,3.7,115,"080 41722856
+91 9019572354",BTM,Casual Dining,"Thali, Paratha, Dal Kichadi","Chinese, North Indian",550,Delivery,Bannerghatta Road,Mid
Checkpost,yes,no,4.1,952,"00 08043712184
+91 9880439859",JP Nagar,Casual Dining,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles","South Indian, Seafood, Rolls, Beverages",400,Delivery,Bannerghatta Road,Mid
Nandhini Paradise,no,no,3.8,915,"+91 9742274049
+91 8040355555",JP Nagar,Casual Dining,"Ghee Rice, Hyderabadi Biryani, Butter Naan, Chicken Guntur, Thali",North Indian,600,Delivery,Bannerghatta Road,Mid
New Kabab Plaza,yes,no,3.7,135,+91 8861117766,BTM,Casual Dining,"Shawarma Roll, Chicken Grill, Tandoori Chicken, Chicken Wings, Ghee Rice, Pulpy Grape Juice","North Indian, Chinese",500,Delivery,Bannerghatta Road,Mid
Coastal Mama,no,yes,4.1,466,"080 41723334
080 41733334",JP Nagar,Casual Dining,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Buttermilk","Konkan, Mangalorean, North Indian, Seafood",700,Delivery,Bannerghatta Road,Mid
Waah Biryani,no,no,3.8,115,+91 9008812888,JP Nagar,Quick Bites,"Biryani, Butter Chicken, Chicken Wings, Tandoori Chicken, Chicken Grill, Arabian Grape Juice","North Indian, Chinese, Biryani",350,Delivery,Bannerghatta Road,Mid
Rara Avis,no,no,3.9,61,080 43334321,JP Nagar,"Takeaway, Delivery",Chicken Curry,"Kerala, Seafood, Biryani, Desserts",400,Delivery,Bannerghatta Road,Mid
Baskin Robbins,no,no,3.9,86,"080 40944545
+91 9845200031",JP Nagar,Dessert Parlor,Mississippi Mud,Ice Cream,250,Delivery,Bannerghatta Road,Low
Royal Chef Naati Oota,no,no,4.0,193,"080 26589000
+91 9980074663",JP Nagar,Casual Dining,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani","South Indian, Biryani, North Indian",500,Delivery,Bannerghatta Road,Mid
Flow - Terrace Bar & Grill,no,no,3.8,82,+91 9886095845,JP Nagar,"Lounge, Bar","Cocktails, Pizza, Chicken Tikka, Fish, Burgers, Nachos, Almond Flakes","Pizza, Continental, North Indian, Chinese",1000,Delivery,Bannerghatta Road,Premium
Sree Krishna Kafe,no,no,3.9,115,+91 8792556140,JP Nagar,Quick Bites,"Vada, Pongal, Podi Idli, Masala Dosa, Podi Dosa, Idiyappam, Rice",South Indian,200,Delivery,Bannerghatta Road,Low
Dilish Kitchens,no,no,3.7,28,+91 7353133336,BTM,Casual Dining,Biryani,"North Indian, Chinese",500,Delivery,Bannerghatta Road,Mid
Daily Bread,no,no,3.2,63,080 64526672,JP Nagar,"Bakery, Quick Bites","Pasta, Sandwiches, Cappuccino, Sandwich","Bakery, Fast Food, Italian",600,Delivery,Bannerghatta Road,Mid
Owl's Kitchen,no,no,3.1,44,"080 45133111
+91 9900311141",BTM,Delivery,Brownie,"North Indian, Chinese",500,Delivery,Bannerghatta Road,Mid
Deccan Spice,no,no,3.5,65,"+91 9902528053
080 48651758",JP Nagar,Casual Dining,"Hyderabadi Biryani, Dum Ka Chicken, Rice","North Indian, South Indian, Biryani",750,Delivery,Bannerghatta Road,Premium
Desi Wok,no,no,2.7,76,"+91 9620133223
+91 9620033223",BTM,Quick Bites,"Biryani, Manchow Soup, Naan","North Indian, Chinese",500,Delivery,Bannerghatta Road,Mid
Namana Garden,no,no,2.6,75,080 41625637,BTM,Quick Bites,Vada,"North Indian, South Indian, Chinese, Street Food",400,Delivery,Bannerghatta Road,Mid
Andhra Grills,no,no,3.0,55,"+91 9844392143
+91 9739188800",JP Nagar,Casual Dining,"Andhra Meal, Thali","Andhra, North Indian, Biryani",800,Delivery,Bannerghatta Road,Premium
Petoo,no,no,3.7,48,+91 9108829009,JP Nagar,Casual Dining,"Jal-jeera, Paratha, Chaat","North Indian, Fast Food, Street Food",800,Delivery,Bannerghatta Road,Premium
Night Panda,no,no,2.9,39,"+91 9066783118
080 41123861",JP Nagar,"Takeaway, Delivery","Burgers, Chicken Biryani","Fast Food, North Indian, Chinese",500,Delivery,Bannerghatta Road,Mid
Kamat Swaad,yes,no,3.9,193,"+91 9686111608
+91 9448452341",JP Nagar,Casual Dining,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji","South Indian, North Indian, Chinese",400,Delivery,Bannerghatta Road,Mid
Ishta Cafe,yes,no,3.9,63,+91 9972314007,Bannerghatta Road,Quick Bites,"Burgers, Masala Dosa, Millet Pizza, Falafel Wrap","Pizza, South Indian, Healthy Food",200,Delivery,Bannerghatta Road,Low
Cafe Mist,yes,no,3.8,186,"+91 9742407147
+91 9538519419",JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500,Delivery,Bannerghatta Road,Mid
Fat Chef Biryani Wale,yes,no,3.3,28,"+91 9986712348
+91 9980902935",Bannerghatta Road,"Takeaway, Delivery","Biryani, Gulab Jamun","Biryani, North Indian",400,Delivery,Bannerghatta Road,Mid
Natural Ice Cream,no,no,4.3,423,080 42192049,Bannerghatta Road,Dessert Parlor,"Chocolate Almond, Tender Coconut Ice Cream, Choco Almond, Coffee Walnut, Custard Apple","Ice Cream, Desserts",150,Desserts,Bannerghatta Road,Low
Amma's Pastries,no,no,4.0,102,+91 9590607750,Bannerghatta Road,Bakery,Cheesecake,Bakery,400,Desserts,Bannerghatta Road,Mid
Anand Sweets and Savouries,no,no,4.1,131,"080 26488992
080 40906629",Bannerghatta Road,Sweet Shop,"Chole Bhature, Thali, Papdi Chaat, Shahi Paneer","Mithai, Street Food",400,Desserts,Bannerghatta Road,Mid
Bread Crumbs Bakery,no,no,4.0,164,080 49652927,Bannerghatta Road,Bakery,"Samosa, Egg Puff, Paneer Puff, Chocolate Truffle","Desserts, Bakery",250,Desserts,Bannerghatta Road,Low
Butterly,yes,no,3.9,102,+91 7338636363,Bannerghatta Road,Cafe,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake","Cafe, Bakery, Beverages",450,Desserts,Bannerghatta Road,Mid
Cakebuy,yes,no,3.9,70,+91 8496934114,Bannerghatta Road,Dessert Parlor,Chocolate Truffle,Desserts,350,Desserts,Bannerghatta Road,Mid
Polar Bear,yes,no,3.9,188,080 49653453,Bannerghatta Road,Dessert Parlor,"Sandwiches, Hot Chocolate Fudge, Brownie, Sandwich","Ice Cream, Desserts, Beverages, Sandwich",400,Desserts,Bannerghatta Road,Mid
World on a Swirl,no,no,3.8,46,+91 9986075232,Bannerghatta Road,"Dessert Parlor, Quick Bites",Courteous Staff,"Ice Cream, Desserts, Rolls",300,Desserts,Bannerghatta Road,Mid
Waffle Walle,yes,no,4.4,677,+91 8105902392,Bannerghatta Road,Kiosk,"Liege Waffle, Vanilla Ice Cream, Chocolate Waffles, Chocolate Drink, Crunchy Waffles, Chocolate Icecreams, Belgian Waffles","Desserts, Belgian, Beverages",500,Desserts,Bannerghatta Road,Mid
